course_code,prof_name,avg_grade,samples
MTH652A,Rama Rawat,8.665,2
MTH653,Dhirendra Bahuguna,6.0,1
MTH653A,Dhirendra Bahuguna,7.83,1
MTH656,Mrinmay Biswas,3.67,1
MTH658A,Malay Banerjee,5.83,2
MTH665,Minerva Mukhopadhyay,7.0,1
MTH665A,Minerva Mukhopadhyay,2.67,1
MTH665A,Subhajit Dutta,6.36,1
MTH665A,Subhra Sankar Dhar,8.0,1
MTH667A,Santosha Kumar Pattanayak,10.0,1
MTH669A,Arijit Ganguly,10.0,1
MTH670,Vikramjeet Singh Chandel,6.33,1
MTH670A,Vikramjeet Singh Chandel,9.0,1
MTH673A,Subhra Sankar Dhar,7.11,1
MTH676,Sharmishtha Mitra,6.82,1
MTH676A,Shalabh,8.45,1
MTH679,Malay Banerjee,9.0,1
MTH680,Keshab Chandra Bakshi,10.0,1
MTH680A,Keshab Chandra Bakshi,10.0,1
MTH686,Debasis Kundu,8.625,2
MTH686A,Debasis Kundu,7.57,1
MTH688A,Sudhanshu Shekhar,7.0,1
MTH689,Satya Prakash Singh,7.39,1
MTH689A,Satya Prakash Singh,7.67,2
MTH690A,Subhajit Dutta,8.11,1
MTH699A,Debasis Sen,10.0,1
MTH700A,Debasis Sen,10.0,1
MTH701A,Mohua Banerjee,8.0,1
MTH702M,Dootika Vats,,1
MTH703,Indranil Chowdhury,9.0,1
MTH712,Somnath Jha,9.07,1
MTH715,Sameer Chavan,8.0,1
MTH720,Akash Anand,6.17,1
MTH727A,Ashutosh Kumar,10.0,1
MTH731,Pooja Singla,8.0,1
MTH731A,Pooja Singla,8.0,1
MTH732,Saurabh Kumar Singh,9.17,1
MTH735A,Satyajit Guin,10.0,1
MTH736,Rama Rawat,8.0,1
MTH739,Santosha Kumar Pattanayak,9.0,1
MTH751,Alok Kumar Maloo,7.67,1
MTH751,Sameer Chavan,9.2,1
MTH751A,Alok Kumar Maloo,8.75,1
MTH751A,Sachin Sharma,7.0,1
MTH753,Satyajit Guin,10.0,1
MTH753A,Satyajit Guin,10.0,1
MTH754,Subhra Sankar Dhar,9.0,1
MTH754,Suprio Bhar,7.75,1
MTH754A,Minerva Mukhopadhyay,8.0,1
MTH754A,Suprio Bhar,8.0,1
MTH755,Amit Mitra,9.2,1
MTH755,Sharmishtha Mitra,7.25,1
MTH755A,Sharmishtha Mitra,6.125,2
MTH759,Santosha Kumar Pattanayak,9.2,1
MTH888M,Mohua Banerjee,,1
MTH889M,Shalabh,,1
PHY101A,Asima Pradhan,8.203333333333333,3
PHY101A,Manas Khan,5.87,1
PHY102A,Arijit Kundu,5.0,1
PHY103A,Dipankar Chakrabarti,4.94,1
PHY103A,Harshawardhan Wanare,5.27,1
PHY103A,Saurabh Mani Tripathi,5.47,1
PHY103R,Dipankar Chakrabarti,5.07,2
PHY111,Manas Khan,7.779999999999999,2
PHY111,Soumik Mukhopadhyay,8.62,1
PHY112,Amit Kumar Agarwal,6.97,1
PHY112,Arijit Kundu,5.055,2
PHY112,Supratik Banerjee,5.87,1
PHY113,Supratik Banerjee,7.03,1
PHY113,Taraknath Mandal,6.43,1
PHY114,Anand Kumar Jha,6.31,1
PHY114,Anjan Kumar Gupta,5.74,1
PHY114,Debtosh Chowdhury,5.1,1
PHY115,Sivasurender Chandran,6.16,1
PHY205A,Manas Khan,5.52,1
PHY210A,Anjan Kumar Gupta,6.37,1
PHY210A,Supratik Banerjee,6.5,1
PHY210M,Koushik Pal,7.52,1
PHY210M,Supratik Banerjee,6.2,1
PHY224,Venkata Jayasurya Yallapragada,7.48,2
PHY224A,Venkata Jayasurya Yallapragada,8.28,1
PHY305A,Gopal Hazra,6.0,1
PHY305A,Pankaj Jain,5.64,1
PHY307A,Saurabh Mani Tripathi,4.91,1
PHY309A,Debashish Chowdhury,6.12,1
PHY313A,Saikat Ghosh,8.45,1
PHY315,Rajeev Gupta,7.3,1
PHY315A,Krishnacharya,7.283333333333334,3
PHY399A,Sudeep Bhattacharjee,,1
PHY400,Amit Kumar Agarwal,10.0,1
PHY400A,Amit Kumar Agarwal,,1
PHY400A,Chanchal Sow,,1
PHY400A,Debashish Chowdhury,,1
PHY401,Tapobrata Sarkar,4.79,2
PHY401A,Tapobrata Sarkar,5.970000000000001,2
PHY404,Sagar Chakraborty,5.0,1
PHY407,Kaushik Bhattacharya,7.17,1
PHY412A,Debashish Chowdhury,6.890000000000001,3
PHY421,Tarun Kanti Ghosh,6.06,1
PHY421A,Debtosh Chowdhury,5.55,1
PHY422A,Arjun Bagchi,6.74,1
PHY422A,Kaushik Bhattacharya,8.68,1
PHY431,Joydeep Chakrabortty,6.62,1
PHY431A,Chanchal Sow,6.5,1
PHY432,Debtosh Chowdhury,7.38,1
PHY432A,Debtosh Chowdhury,7.0,1
PHY461,Jayita Nayak,7.83,1
PHY461,Zakir Hossain,7.96,1
PHY461A,Jayita Nayak,7.46,1
PHY461A,Krishnacharya,8.63,1
PHY462,Jayita Nayak,9.22,1
PHY462,Zakir Hossain,8.62,1
PHY462A,Krishnacharya,9.1,1
PHY462A,Zakir Hossain,9.24,1
PHY473,Gopal Hazra,6.62,1
PHY473A,Gopal Hazra,7.21,1
PHY473A,Taraknath Mandal,7.24,1
PHY500A,Sudeep Bhattacharjee,10.0,1
PHY501A,Chanchal Sow,8.53,1
PHY502A,Chanchal Sow,7.0,1
PHY502A,Sudeep Bhattacharjee,8.46,1
PHY502A,Taraknath Mandal,9.31,1
PHY524,Saikat Ghosh,0.0,1
PHY524A,Saikat Ghosh,7.08,1
PHY526A,Pankaj Jain,7.59,2
PHY552,Avinash Singh,5.76,1
PHY552A,Avinash Singh,4.475,2
PHY552A,Kaushik Bhattacharya,4.17,1
PHY552A,Saurabh Mani Tripathi,9.17,1
PHY553,Gautam Sengupta,7.33,1
PHY555A,Saurabh Mani Tripathi,7.67,1
PHY555A,Soumik Mukhopadhyay,9.0,1
PHY555A,Tarun Kanti Ghosh,9.33,1
PHY556,Soumik Mukhopadhyay,9.12,1
PHY556A,Saurabh Mani Tripathi,7.14,1
PHY556A,Tarun Kanti Ghosh,8.57,1
PHY557A,Anand Kumar Jha,7.4,1
PHY557A,Pankaj Jain,8.0,1
PHY558A,Pankaj Jain,10.0,1
PHY558A,Rajeev Gupta,8.0,1
PHY563A,Sudeep Bhattacharjee,9.33,1
PHY565A,Soumik Mukhopadhyay,9.23,1
PHY565A,Sudeep Bhattacharjee,8.29,1
PHY566A,Rajeev Gupta,8.59,2
PHY568A,Rajeev Gupta,8.59,2
PHY597A,Krishnacharya,8.0,1
PHY597A,Satyajit Banerjee,9.0,1
PHY597A,Sivasurender Chandran,8.0,1
PHY599A,Satyajit Banerjee,9.0,1
PHY599A,Sivasurender Chandran,6.5,1
PHY600A,Amit Kumar Agarwal,9.23,1
PHY604A,Amit Dutta,8.31,1
PHY606A,Manas Khan,6.25,1
PHY607,Arijit Kundu,9.7,1
PHY610,Asima Pradhan,8.0,1
PHY612,Saikat Ghosh,8.19,1
PHY613A,Amit Dutta,7.986666666666667,3
PHY615A,Debashish Chowdhury,7.85,1
PHY621,Koushik Pal,8.53,1
PHY624,Soumik Mukhopadhyay,8.85,1
PHY624,Zakir Hossain,8.36,1
PHY624A,Chanchal Sow,8.61,1
PHY625,Kaushik Bhattacharya,8.19,1
PHY625A,Kaushik Bhattacharya,0.0,1
PHY626,Debtosh Chowdhury,6.62,1
PHY627A,Taraknath Mandal,6.73,1
PHY632,Anjan Kumar Gupta,6.25,1
PHY632A,Anjan Kumar Gupta,9.0,1
PHY634A,Jayita Nayak,9.5,1
PHY642A,Tarun Kanti Ghosh,8.21,1
PHY652,Apratim Kaviraj,8.2,1
PHY661A,Supratik Banerjee,8.83,1
PHY665,Sagar Chakraborty,8.43,1
PHY667A,Pankaj Jain,5.67,1
PHY670,Sagar Chakraborty,9.0,1
PHY670A,Sagar Chakraborty,6.83,1
PHY677A,Venkata Jayasurya Yallapragada,8.735,2
PHY681,Arjun Bagchi,8.33,1
PHY681A,Arjun Bagchi,7.41,1
PHY682,Sudeep Bhattacharjee,7.58,1
PHY685,Arjun Bagchi,7.56,1
PHY690B,Sanmay Ganguly,8.6,1
PHY690C,Gopal Hazra,7.62,1
PHY690G,Anand Kumar Jha,7.09,3
PHY690I,Debtosh Chowdhury,7.07,1
PHY690J,Joydeep Chakrabortty,8.915,2
PHY690L,Harshawardhan Wanare,7.0,1
PHY690M,Tapobrata Sarkar,8.89,1
PHY690N,Avinash Singh,8.549999999999999,3
PHY690Q,Amit Dutta,8.46,2
PHY690S,Harshawardhan Wanare,4.67,1
PHY690S,Satyajit Banerjee,8.13,1
PHY696,Arijit Kundu,9.64,1
PHY697A,Satyajit Banerjee,8.89,1
PHY697A,Sivasurender Chandran,9.36,1
PHY698,Arijit Kundu,9.0,1
PHY698A,Satyajit Banerjee,9.0,1
PHY699A,Satyajit Banerjee,8.89,1
PHY699A,Sivasurender Chandran,9.09,1
PHY701,Amit Kumar Agarwal,,1
PHY781,Arjun Bagchi,8.07,1
PHY781A,Joydeep Chakrabortty,8.85,1
PSO201A,Anjan Kumar Gupta,5.79,1
PSY151,Shikha Dixit,7.33,1
PSY151A,Shikha Dixit,8.77,1
PSY451A,Braj Bhushan,7.93,3
PSY468A,Shikha Dixit,8.205,2
PSY470,Kumar Ravi Priya,4.34,1
PSY470A,Kumar Ravi Priya,5.46,1
PSY774A,Kumar Ravi Priya,9.0,1
PSY775A,Braj Bhushan,10.0,1
PSY776A,Braj Bhushan,10.0,2
PSY777,Shikha Dixit,8.5,1
PSY794,Kumar Ravi Priya,8.67,1
PSY798,Shikha Dixit,9.0,1
PSY888,Kumar Ravi Priya,9.6,1
SEE211,Ashish Garg,7.695,2
SEE601,Laltu Chandra,6.925000000000001,2
SEE601A,Laltu Chandra,4.0,1
SEE602,Sudarshan Narayanan,6.265000000000001,2
SEE602A,Ashish Garg,7.41,1
SEE602A,Sudarshan Narayanan,5.08,1
SEE603,Prabodh Bajpai,7.925,2
SEE603A,Prabodh Bajpai,8.43,1
SEE604,Aakash Chand Rai,6.86,1
SEE605,Sudarshan Narayanan,8.96,1
SEE605A,Kanwar Singh Nalwa,9.08,1
SEE605A,Laltu Chandra,8.4,1
SEE606,Kanwar Singh Nalwa,8.2,1
SEE606A,Kanwar Singh Nalwa,7.18,1
SEE608,Deepika Swami,8.059999999999999,2
SEE608A,Deepika Swami,8.95,2
SEE611,Laltu Chandra,8.38,1
SEE612,Kanwar Singh Nalwa,7.0,1
SEE612A,Kanwar Singh Nalwa,7.625,2
SEE613,Rajeev Jindal,6.47,1
SEE613A,Ashish Garg,7.0,1
SEE616,Prabodh Bajpai,7.83,1
SEE617A,Deepika Swami,8.11,1
SEE618A,Aakash Chand Rai,7.77,2
SEE622,Rajeev Jindal,6.7,1
SEE623,Amarendra Edpuganti,6.33,1
SEE623A,Amarendra Edpuganti,9.0,1
SEE624,Aakash Chand Rai,6.82,2
SEE624A,Aakash Chand Rai,8.29,1
SEE625,Ashish Garg,7.53,1
SEE627,Amarendra Edpuganti,8.105,2
SEE628,Rajeev Jindal,7.41,1
SEE691,Rajeev Jindal,,1
SEE691A,Rajeev Jindal,,1
SEE888,Amarendra Edpuganti,7.95,1
TA111,Prishati Raychowdhury,7.37,1
TA111,Syam Nair,6.64,1
TA201A,Rajiv Shekhar,7.86,1
TA201A,Shashank Shekhar,7.5,1
TA201A,Sudhanshu Shekhar Singh,7.53,1
TA201P,Niraj Mohan Chawake,5.67,1
TA211,Kantesh Balani,8.63,1
TA211,Shashank Shekhar,8.63,1
TA211,Sudhanshu Shekhar Singh,8.33,1
TA212,Niraj Sinha,8.36,1
TA212,Shantanu Bhattacharya,9.79,1
TA212,Virkeshwar Kumar,9.23,1
