A,A*,B,B+,C,C+,D,D+,E,F,S,S^,X,course_code,course_title,prof_name,semester,year,id
4,,7,6,3,3,1,,,,,,,CHM344A,INORGANIC CHEMISTRY LABORATORY EXPERIMENTS,Sabuj Kumar Kundu,2,2022-23,1258
,,1,,1,,,,,,,,,MTH751A,ALGEBRA,Sachin Sharma,2,2016-17,1259
,,2,2,2,5,1,,,5,,,,PHY404,ORDER AND CHAOS,Sagar Chakraborty,1,2024-25,1260
3,,,1,1,2,,,,,,,,PHY665,UNCERTAINITY INFORMATION AND CLASSICAL DYNAMICS,Sagar Chakraborty,2,2023-24,1261
1,,1,,2,1,1,,,,,,,PHY670A,EVOLUTIONARY GAME DYNAMICS,Sagar Chakraborty,1,2023-24,1262
,,,1,,,,,,,,,,PHY670,EVOLUTIONARY GAME DYNAMICS,Sagar Chakraborty,1,2023-24,1263
,,1,,2,,,,,,,,,EE631,ADVANCED POWER SYSTEM STABILITY,Saikat Chakrabarti,1,2024-25,1264
1,,3,,,,,,,,,,,EE798E,SMART GRID MONITORING AND VISUALIZATION,Saikat Chakrabarti,1,2022-23,1265
1,,6,,,,,,,3,,,,EE631A,ADVANCED POWER SYSTEM STABILITY,Saikat Chakrabarti,2,2021-22,1266
2,,2,,,,,,,,,,,EE637A,SYNCHROPHASOR TECHNOLOGY AND ITS APPLICATIONS,Saikat Chakrabarti,1,2021-22,1267
4,,4,,,,,,,,,,,EE631A,ADVANCED POWER SYSTEM STABILITY,Saikat Chakrabarti,2,2020-21,1268
8,1,7,5,,7,1,2,,,,,,PHY612,INTRODUCTION GROUP THEORY & ITS APPLICATION TO QUANTUM MECH.,Saikat Ghosh,2,2023-24,1269
,,,,,,,,,1,,,,PHY524,INTRODUCTION TO ATOMIC AND NUCLEAR PHYSICS,Saikat Ghosh,2,2023-24,1270
9,3,13,5,1,9,,,,,,,,PHY313A,PHYSICS OF INFORMATION PROCESSING,Saikat Ghosh,1,2023-24,1271
6,1,7,3,6,3,5,5,,,,,,PHY524A,"ATOMIC, MOLECULAR AND OPTICAL PHYSICS",Saikat Ghosh,2,2022-23,1272
14,2,7,9,5,15,2,5,,1,,,,BSE211,ORGAN SYSTEM PHYSIOLOGY AND ANATOMY,Sai Prasad Pydi,1,2024-25,1273
9,1,16,12,10,9,4,,,,,,,BSE211,ORGAN SYSTEM PHYSIOLOGY AND ANATOMY,Sai Prasad Pydi,1,2023-24,1274
12,4,10,13,1,12,7,,,,,,,BSE211A,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY",Sai Prasad Pydi,1,2022-23,1275
,,1,,,,,,,,,,,CE331P,GEOINFORMATICS LAB,Salil Goel,1,2024-25,1276
11,,55,26,17,24,3,13,,9,,,,CE331,PRINCIPLES OF GEOINFORMATICS,Salil Goel,1,2024-25,1277
1,,3,3,2,2,,,,2,,,,CE331A,GEOINFORMATICS,Salil Goel,3,2023-24,1278
1,,4,5,2,5,,,,,,,,CE677,INTRODUCTION TO INERTIAL AND MULTI-SENSOR NAVIGATION,Salil Goel,2,2023-24,1279
4,,,,1,,,,,,,,,MTH751,ALGEBRA,Sameer Chavan,2,2012-13,1280
1,,,,1,,,,,,,,,MTH715,FREDHOLM THEORY,Sameer Chavan,1,2012-13,1281
,,6,,,,,,,,,,,MTH101S,MATHEMATICS-I - SLOW PACED,Sameer Chavan,2,2010-11,1282
6,2,4,10,,,,,,,,,,CE723,FINITE ELEMENT METHODS FOR CIVIL ENGINEERING APPLICATIONS,Samit Ray Chaudhuri,1,2024-25,1283
6,1,,5,,,,,,,,,,CE623,EXPERIMENTAL METHODS IN STRUCTURL ENGINEERING,Samit Ray Chaudhuri,2,2023-24,1284
,,1,4,,1,,,,,,,,CE604A,NUMERICAL METHODS FOR CIVIL ENGINEERS,Samit Ray Chaudhuri,1,2023-24,1285
8,1,22,11,2,14,,,,1,,,,CE604,NUMERICAL METHODS FOR CIVIL ENGINEERS,Samit Ray Chaudhuri,1,2023-24,1286
6,,1,4,,3,,,,,1,,,CE629A,EARTHQUAKE ANALYSIS AND DESIGN OF STRUCTURES,Samit Ray Chaudhuri,2,2022-23,1287
4,2,4,8,,6,,,,,,,,CE620A,STRUCTURAL DYNAMICS,Samit Ray Chaudhuri,1,2022-23,1288
5,,5,5,,,,,,1,,,,MSE650,FUNDAMENTALS OF STEREOLOGY & APPLICATIONS TO MICROSTRUTURAL ANALYSIS,Sandeep Sangal,1,2024-25,1289
4,,,,,,,,,,,,,MSE353A,INSTRUMENTATION FOR MATERIALS ENGINEERING LABORATORY,Sandeep Sangal,2,2023-24,1290
6,3,47,30,9,16,9,6,,1,,,,ESO205A,NATURE AND PROPERTIES OF MATERIALS,Sandeep Sangal,1,2023-24,1291
,3,,,,,,,,,,,,MSE650A,FUNDAMENTALS OF STEREOLOGY & APPLICATIONS TO MICROSTRUTURAL ANALYSIS,Sandeep Sangal,2,2022-23,1292
3,,4,,1,,2,,,4,,,,CHM698,CHEMISTRY OF DRUG DESIGN AND METABOLISM,Sandeep Verma,1,2024-25,1293
,2,5,,3,,1,,,1,,,,CHM666,INTRODUCTION TO MOLECULAR MEDICINE,Sandeep Verma,2,2023-24,1294
1,,,,,,,,,,,,,CHM698A,CHEMISTRY OF DRUG DESIGN AND METABOLISM,Sandeep Verma,1,2023-24,1295
,1,4,,,,,,,,,,,CHM698,CHEMISTRY OF DRUG DESIGN AND METABOLISM,Sandeep Verma,1,2023-24,1296
2,,3,,,,,,,,,,,CHM698A,CHEMISTRY OF DRUG DESIGN AND METABOLISM,Sandeep Verma,2,2022-23,1297
5,,22,12,14,15,4,,4,7,,,,AE209,DYNAMICS,Sanjay Kumar,1,2024-25,1298
1,,5,5,4,1,1,,,,,,,AE606,UNSTEADY GAS DYNAMICS,Sanjay Kumar,2,2023-24,1299
12,2,14,14,13,15,7,,4,3,,,,AE209,DYNAMICS,Sanjay Kumar,1,2023-24,1300
3,,11,8,4,7,,,,,,,,AE606A,UNSTEADY GAS DYNAMICS,Sanjay Kumar,2,2022-23,1301
2,2,5,3,,,,1,,,,,,AE747A,MOLECULAR GAS DYNAMICS,Sanjay Kumar,1,2022-23,1302
11,,12,8,9,6,6,1,5,1,,,,AE643,SPORTS AERODYNAMICS,Sanjay Mittal,1,2024-25,1303
13,,,3,,,,,1,,1,,,AE618,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,Sanjay Mittal,2,2023-24,1304
7,,2,4,2,2,1,3,,,,,,AE643,SPORTS AERODYNAMICS,Sanjay Mittal,1,2023-24,1305
4,,2,1,1,7,2,,,3,,,,AE618A,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,Sanjay Mittal,2,2022-23,1306
6,1,5,,3,2,2,,,,,,,AE481A,BOUNDARY LAYER THEORY,Sanjay Mittal,1,2022-23,1307
1,,2,2,1,7,2,3,,,,,,CHE641,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING,Sanjeev Garg,1,2024-25,1308
,,1,,,3,,,,,,,,CHE642,NUMERICAL METHODS IN CHEMICAL ENGINEERING,Sanjeev Garg,2,2023-24,1309
,,,,,,,,,,107,,,CHE200,CHEMICAL ENGINEERING COMMUNICATION SKILLS,Sanjeev Garg,2,2023-24,1310
1,,3,,1,,,1,,,,,,CHE642A,NUMERICAL METHODS IN CHEMICAL ENGINEERING,Sanjeev Garg,2,2022-23,1311
,,2,,,2,,,,,,,,CHE652A,OPTIMIZATION,Sanjeev Garg,1,2022-23,1312
8,,2,,,2,,,,,,,,CS646,PARALLEL ALGORITHMS,Sanjeev Saxena,1,2024-25,1313
3,,3,3,3,3,,,,,,,,CS601,MATHEMATICS FOR COMPUTER SCIENCE,Sanjeev Saxena,2,2023-24,1314
1,,1,,,1,,1,,,,,,CS602A,DESIGN AND ANALYSIS OF ALGORITHMS,Sanjeev Saxena,1,2023-24,1315
4,2,13,1,4,4,1,,,,,,,CS602,DESIGN AND ANALYSIS OF ALGORITHMS,Sanjeev Saxena,1,2023-24,1316
1,,8,7,44,39,7,11,1,3,,,,ESO207A,DATA STRUCTURE & ALGORITHM,Sanjeev Saxena,2,2022-23,1317
20,7,18,11,4,6,,,,,,,,CHM646,BIO-INORGANIC CHEMISTRY,Sankar Prasad Rath,1,2024-25,1318
3,2,9,5,4,2,1,2,,,,,,CHM342A,INORGANIC CHEMISTRY -II,Sankar Prasad Rath,2,2023-24,1319
19,9,11,4,,3,,,,,,,,CHM342,INORGANIC CHEMISTRY -II,Sankar Prasad Rath,2,2023-24,1320
14,3,10,8,6,5,5,2,1,,,,,CHM646A,BIO-INORGANIC CHEMISTRY,Sankar Prasad Rath,1,2023-24,1321
4,3,1,,,,,,,,,,,CHM646,BIO-INORGANIC CHEMISTRY,Sankar Prasad Rath,1,2023-24,1322
1,,,3,1,,,,,,,,,PHY690B,QUANTUM PHASES IN NANO-SCALE SYSTEM,Sanmay Ganguly,1,2024-25,1323
11,,12,15,8,12,,,,,,,,ME631,VISCOUS FLOW THEORY,Santanu De,1,2024-25,1324
7,,22,6,17,14,11,6,2,13,,,,ESO201,THERMODYNAMICS,Santanu De,2,2023-24,1325
1,,,,,,,,,,,,,ME745A,MODELING AND TURBULENT COMBUSTION,Santanu De,1,2023-24,1326
1,,,,,,,,,,,,,ME745,MODELING AND TURBULENT COMBUSTION,Santanu De,1,2023-24,1327
1,1,1,5,2,2,,,,,,,,ME643A,COMBUSTION,Santanu De,2,2022-23,1328
4,2,12,3,3,2,1,,,,,,,ES654,ADVANCED STRUCTURAL GEOLOGY,Santanu Misra,1,2024-25,1329
3,1,1,2,,,,,,,,,,ES657,EXPERIMENTAL ROCK MECHANICS & ROCK PHYSICS,Santanu Misra,2,2023-24,1330
6,1,5,2,3,2,3,,1,,,,,ES414A,FIELD GEOLOGY II,Santanu Misra,2,2023-24,1331
1,,2,3,7,3,1,2,,4,,,,ES411A,STRUCTURAL GEOLOGY,Santanu Misra,1,2023-24,1332
4,1,3,2,1,4,,,,,,,,ES657A,EXPERIMENTAL ROCK MECHANICS & ROCK PHYSICS,Santanu Misra,2,2022-23,1333
1,,1,1,,,,,,,,,,MTH739,TOPICS IN LIE GROUPS AND LIE ALGEBRAS,Santosha Kumar Pattanayak,1,2024-25,1334
,,,,,,,,,1,,,,MTH204A,ABSTRACT ALGEBRA,Santosha Kumar Pattanayak,3,2023-24,1335
,,,,1,2,,1,,,,,,MTH204,ALGEBRA I,Santosha Kumar Pattanayak,3,2023-24,1336
2,,1,2,,,,,,,,,,MTH759,ALGEBRIC TOPOLOGY II,Santosha Kumar Pattanayak,2,2023-24,1337
3,,,,,,,,,,,,,MTH667A,INTRODUCTION TO ALGEBRAIC GEOMETRY AND ALGEBRAIC GROUPS,Santosha Kumar Pattanayak,1,2023-24,1338
9,,18,,49,,17,,,,,,,MTH201A,A FIRST COURSE IN LINEAR ALGEBRA,Santosh Nadimpalli,3,2020-21,1339
6,1,11,3,3,3,1,2,,1,,,,BSE642,MICROBIOLOGY AND IMMUNOLOGY,Saravanan Matheshwaran,1,2024-25,1340
3,,10,4,10,17,6,5,3,4,,,,LIF111,INTRODUCTION TO BIOLOGY,Saravanan Matheshwaran,3,2023-24,1341
5,,1,,,,,,,1,,,,BSE642A,MICROBIOLOGY AND IMMUNOLOGY,Saravanan Matheshwaran,1,2023-24,1342
9,,1,,,,,,,,,,,BSE642,MICROBIOLOGY AND IMMUNOLOGY,Saravanan Matheshwaran,1,2023-24,1343
6,,3,,2,,,,,,,,,BSE642A,MICROBIOLOGY AND IMMUNOLOGY,Saravanan Matheshwaran,1,2022-23,1344
,,,,,,,,,4,,,1,MTH433A,REAL ANALYSIS,Sasmita Patnaik,1,2023-24,1345
4,1,8,2,11,12,4,7,,5,,,,MTH433,REAL ANALYSIS,Sasmita Patnaik,1,2023-24,1346
,,7,1,,,,,,,,,,MTH635A,AN INTRODUCTION TO OPERATOR THEORY,Sasmita Patnaik,2,2022-23,1347
1,,4,,2,,,,,,,,,MTH635A,AN INTRODUCTION TO OPERATOR THEORY,Sasmita Patnaik,2,2021-22,1348
9,,31,,7,,5,,,3,,,,MTH433A,REAL ANALYSIS,Sasmita Patnaik,1,2021-22,1349
11,10,12,23,1,5,,2,,,,,,AE441A,ROCKET PROPULSION,Sathesh Mariappan,1,2024-25,1350
5,,5,,2,,1,,,1,,,,AE441A,ROCKET PROPULSION,Sathesh Mariappan,3,2023-24,1351
2,,7,,2,,,,,,,,,AE695A,UNSTEADY COMBUSTOR DYNAMICS,Sathesh Mariappan,2,2021-22,1352
12,7,12,,16,,9,,,2,,,,AE441A,ROCKET PROPULSION,Sathesh Mariappan,1,2021-22,1353
20,2,11,,6,,5,,1,1,,,,AE451A,EXPERIMENTS IN AEROSPACE ENGINEERING III,Sathesh Mariappan,1,2019-20,1354
4,2,3,4,,1,,1,,,,,,CS350,PRINCIPLES OF PROGRAMMING LANGAUGES,Satyadev Nandakumar,1,2024-25,1355
8,2,2,6,2,,,,,,,,,CS687,ALGORITHMIC INFORMATION THEORY,Satyadev Nandakumar,2,2023-24,1356
3,1,,1,,,,,,,,,,CS744A,PSEUDO-RANDOM GENERATORS,Satyadev Nandakumar,1,2023-24,1357
1,,,,,,,,,,,,,CS744,PSEUDO-RANDOM GENERATORS,Satyadev Nandakumar,1,2023-24,1358
10,,6,3,2,2,,,,,,,,CS687A,ALGORITHMIC INFORMATION THEORY,Satyadev Nandakumar,2,2022-23,1359
2,,7,9,5,,,,,,,,,PHY690S,TYPE II SUPERCONDUCTORS VORTICES & APPLICATIONS,Satyajit Banerjee,1,2023-24,1360
4,3,1,6,,4,,,,,,,,PHY699A,M.SC.RESEARCH PROJECT II,Satyajit Banerjee,2,2022-23,1361
4,3,1,6,,4,,,,,,,,PHY697A,M SC RESEARCH PROJECT -I,Satyajit Banerjee,2,2022-23,1362
,,,2,,,,,,,,,,PHY599A,M.SC. RESEARCH PROJECT II,Satyajit Banerjee,2,2022-23,1363
,,,2,,,,,,,,,,PHY597A,M SC RESEARCH PROJECT -I,Satyajit Banerjee,2,2022-23,1364
9,,4,4,1,1,,,,,,,,PHY698A,M.SC.RESEARCH PROJECT I,Satyajit Banerjee,1,2022-23,1365
4,,14,7,1,5,2,3,,2,,,,MTH404,ANALYSIS II,Satyajit Guin,1,2024-25,1366
3,1,6,3,15,4,16,13,,16,,,,MTH301,ANALYSIS - I,Satyajit Guin,2,2023-24,1367
1,,,,,,,,,,,,,MTH753A,ANALYSIS,Satyajit Guin,1,2023-24,1368
3,,,,,,,,,,,,,MTH753,ANALYSIS,Satyajit Guin,1,2023-24,1369
,2,,,,,,,,,,,,MTH735A,AN INTRODUCTION TO OPERATOR ALGEBRAS,Satyajit Guin,2,2022-23,1370
8,3,13,10,16,20,6,13,,3,,,,MTH441,LINEAR REGRESSION AND ANOVA,Satya Prakash Singh,1,2024-25,1371
11,2,11,5,6,10,3,11,,,,,,MTH689,LINEAR AND NON-LINEAR MODELS,Satya Prakash Singh,2,2023-24,1372
17,6,9,21,15,7,5,8,,,,,,MTH441A,LINEAR REGRESSION AND ANOVA,Satya Prakash Singh,1,2023-24,1373
10,2,10,5,1,4,2,1,,,,,,MTH689A,LINEAR AND NON-LINEAR MODELS,Satya Prakash Singh,2,2022-23,1374
2,,4,,4,,2,,,,,,,MTH689A,CORRESPONDS TO PARALLEL NUMERICAL ALGORITHM,Satya Prakash Singh,2,2021-22,1375
10,2,18,2,19,7,7,5,,,,,,CE462A,HYDRAULIC AND HYDROLOGIC DESIGN,Saumyen Guha,2,2023-24,1376
1,,2,2,,1,,,,,1,,,CE617A,ADVANCED MODELING OF SUBSURFACE FLOW AND TRANSPORT,Saumyen Guha,2,2022-23,1377
14,1,8,11,8,10,4,10,,,,,,CE462A,HYDRAULIC AND HYDROLOGIC DESIGN,Saumyen Guha,2,2022-23,1378
13,2,36,27,28,20,5,15,3,5,,,,CE361A,ENGINEERING HYDROLOGY,Saumyen Guha,1,2022-23,1379
58,9,81,60,106,150,,53,,39,,,,MSO202M,COMPLEX VARIABLES,Saurabh Kumar Singh,1,2024-25,1380
,,3,,,,,,,,,,,MTH215A,NUMBER THEORY,Saurabh Kumar Singh,3,2023-24,1381
1,,1,1,1,2,,,,,,,,MTH215,NUMBER THEORY,Saurabh Kumar Singh,3,2023-24,1382
,,,1,1,,1,,,,,,,MSO202A,COMPLEX VARIABLES,Saurabh Kumar Singh,3,2023-24,1383
7,4,2,10,,,1,,,,,,,MTH732,REPRESENTATION THEORY OF FINITE GROUPS,Saurabh Kumar Singh,2,2023-24,1384
55,5,77,81,91,56,61,66,,52,,,,MSO202M,COMPLEX VARIABLES,Saurabh Kumar Singh,1,2023-24,1385
2,,3,,1,,,,,1,,,,PHY556A,BACHLOR OF SCIENCE PROJECT -II,Saurabh Mani Tripathi,1,2021-22,1386
2,1,2,,,,,,,1,,,,PHY555A,BACHLOR OF SCIENCE PROJECT -1,Saurabh Mani Tripathi,1,2021-22,1387
,,17,,44,,45,,,,,,,PHY103A,PHYSICS-II,Saurabh Mani Tripathi,3,2020-21,1388
55,,12,,10,,,,,,,,,PHY552A,CLASSICAL ELECTRODYNAMICS I,Saurabh Mani Tripathi,2,2020-21,1389
2,1,3,,,,,,,5,,,,PHY307A,MODERN OPTICS,Saurabh Mani Tripathi,1,2019-20,1390
2,,,,,,,,,,,,,ENG611,INTRODUCTION TO INDIAN ENGLISH AUTOBIOGRAPHY,Sayan Chattopadhyay,1,2024-25,1391
8,,21,19,12,13,3,1,,,,,,ENG460,AUTOBIOGRAPHICAL LITERATURE,Sayan Chattopadhyay,1,2024-25,1392
9,,20,15,17,13,3,3,,,,,,ENG438A,POSTCOLONIAL LITERATURE,Sayan Chattopadhyay,2,2023-24,1393
1,,,,,,,,,,,,,ENG751,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES,Sayan Chattopadhyay,1,2023-24,1394
7,3,13,7,10,6,6,5,,,,,,ENG460A,AUTOBIOGRAPHICAL LITERATURE,Sayan Chattopadhyay,1,2023-24,1395
,,,,,,,,,,5,,,MTH889M,INTRODUCTION TO PROFESSION AND COMMUNICATIONS SKILLS (STATISTICS),Shalabh,1,2024-25,1396
18,8,10,3,7,5,6,5,,5,,,,MTH432M,INTRODUCTION TO SAMPLING THEORY,Shalabh,1,2024-25,1397
12,11,20,9,12,8,7,2,,,,,,MTH314A,MULTIVARIATE ANALYSIS,Shalabh,2,2023-24,1398
26,8,5,6,4,5,2,2,,2,,,,MTH432M,INTRODUCTION TO SAMPLING THEORY,Shalabh,1,2023-24,1399
6,6,7,10,2,5,2,,,,,,,MTH676A,ECONOMETRICS,Shalabh,2,2022-23,1400
4,,3,2,3,2,1,3,,1,,,1,DMS611,FINANCIAL ENGINEERING,Shankar Prawesh,2,2023-24,1401
230,,7,47,,,,,,,,,,TA212,MANUFACTURING PROCESSES II,Shantanu Bhattacharya,1,2023-24,1402
7,1,7,,6,,4,12,,1,,,,ME662A,MACHINING SCIENCE II,Shantanu Bhattacharya,1,2022-23,1403
11,,46,,20,,15,,,3,,,,ME774A,BIOMEMS AND MICROSYSTEMS TECHNOLOGY,Shantanu Bhattacharya,2,2021-22,1404
37,,22,,29,,24,,,,,,,ME361P,MANUFACTURING SCIENCE & TECHNOLOGY LAB,Shantanu Bhattacharya,2,2021-22,1405
9,2,87,,19,,7,,,,,,,ME361A,MANUFACTURING SCIENCE & TECHNOLOGY,Shantanu Bhattacharya,1,2021-22,1406
7,,5,,,,,,,,,,,ME662A,MACHINING SCIENCE II,Shantanu Bhattacharya,1,2019-20,1407
9,,12,4,5,34,6,4,,2,,,,MTH516,NON-PARAMETRIC INFERENCE,Sharmishtha Mitra,1,2024-25,1408
1,,2,,3,3,,2,,,,,,MTH676,ECONOMETRICS,Sharmishtha Mitra,2,2023-24,1409
,,1,,,,1,,,,,,,MTH755A,STATISTICAL INFERENCE,Sharmishtha Mitra,1,2023-24,1410
,,,1,1,2,,,,,,,,MTH755,STATISTICAL INFERENCE,Sharmishtha Mitra,1,2023-24,1411
1,,11,1,8,10,5,9,,,,,,MTH516A,NON-PARAMETRIC INFERENCE,Sharmishtha Mitra,2,2022-23,1412
,,,2,,1,,,,1,,,,MTH755A,STATISTICAL INFERENCE,Sharmishtha Mitra,1,2022-23,1413
29,1,59,83,7,10,,,,,,,,TA211,MANUFACTURING PROCESSES I,Shashank Shekhar,2,2023-24,1414
,,1,,,1,,,,,,,,TA201A,MANUFACTURING PROCESSES I,Shashank Shekhar,2,2023-24,1415
23,2,34,18,,14,,,,1,,,,MSE251,PHYSICAL METALLURGY AND MATERIALS CHARACTERIZATION LABORATORY,Shashank Shekhar,2,2023-24,1416
,,,,,,,,,,25,,,MSE691A,SEMINAR PRESENTATION,Shashank Shekhar,2,2022-23,1417
,,,,,,,,,,1,,,MSE690A,SEMINAR PARTICIPATION,Shashank Shekhar,2,2022-23,1418
4,,,,,,,,,,,,,ART708,RESEARCH METHODS IN VISUAL CULTURE,Shatarupa Thakurta Roy,1,2024-25,1419
21,,18,22,9,16,1,13,,,,,,ART103,INTRODUCTION TO WESTERN ART,Shatarupa Thakurta Roy,1,2024-25,1420
1,,,,,,,,,,,,,ART709,TOPICS IN INDIAN FOLK ART,Shatarupa Thakurta Roy,2,2023-24,1421
40,1,26,27,16,27,12,12,,,,,,ART406A,ART CRITICISM: THEORY AND PRACTICE,Shatarupa Thakurta Roy,2,2023-24,1422
9,3,10,25,2,7,,,,,,,,ART406A,ART CRITICISM: THEORY AND PRACTICE,Shatarupa Thakurta Roy,1,2023-24,1423
17,2,36,26,24,26,11,8,,3,,,,PSY151,INTRODUCTION TO PSYCHOLOGY,Shikha Dixit,1,2024-25,1424
,,3,3,,,,,,,,,,PSY777,SELECTED TOPICS IN PSYCHOLOGY,Shikha Dixit,2,2023-24,1425
17,2,23,10,6,14,4,4,,,,,,PSY468A,SOCIAL COGNITION,Shikha Dixit,2,2023-24,1426
3,,3,,,,,,,,,,,PSY798,ADVANCED COURSE IN SOCIAL COGNITION,Shikha Dixit,1,2023-24,1427
15,5,11,22,2,9,4,,,,,,,PSY468A,SOCIAL COGNITION,Shikha Dixit,1,2023-24,1428
48,4,35,19,6,7,1,2,,,,,,PSY151A,INTRODUCTION TO PSYCHOLOGY,Shikha Dixit,2,2022-23,1429
1,,2,1,,3,2,,,1,,,,MSE203A,STRUCTURE & CHARACTERIZATION OF MATERIALS,Shikhar Krishn Jha,2,2023-24,1430
7,1,20,17,13,19,6,6,,4,,,,MSE203,STRUCTURE & CHARACTERIZATION OF MATERIALS,Shikhar Krishn Jha,2,2023-24,1431
2,3,2,4,,3,,,,,,,,MSE694A,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES,Shikhar Krishn Jha,1,2023-24,1432
8,6,,6,,,,,,,,,,MSE694,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES,Shikhar Krishn Jha,1,2023-24,1433
15,10,19,17,7,13,1,6,,1,,,,MSE305A,MATERIALS PROCESSING,Shikhar Krishn Jha,2,2022-23,1434
20,9,30,20,29,31,4,12,,,,,,MSE659A,POWDER METALLURGY,Shikhar Krishn Jha,1,2022-23,1435
17,1,24,11,12,8,7,7,,6,,,,ESO225,INTRODUCTION TO MATERIALS SCIENCE AND ENGINEERING,Shikhar Misra,1,2024-25,1436
,,,,,,,,,,14,,,MSE801,SEMINAR,Shikhar Misra,2,2023-24,1437
,1,1,1,,,2,,,2,,,,MSE628A,ELECTRONIC DEVICES AND CHARACTERIZATION,Shikhar Misra,1,2023-24,1438
5,,1,1,,1,,,,,,,,MSE628,ELECTRONIC DEVICES AND CHARACTERIZATION,Shikhar Misra,1,2023-24,1439
15,2,5,7,13,7,6,7,,,,,,MSE604A,SCIENCE AND TECHNOLOGY OF THIN FILMS AND DEVICE FABRICATION,Shikhar Misra,2,2022-23,1440
2,1,2,3,2,1,,,,,,,,MSE652A,NANOCOMPOSITE THIN FILMS AND APPLICATIONS,Shikhar Misra,1,2022-23,1441
1,,,1,1,,,,,,,,,EE685,SEMICONDUCTOR OPTICAL COMMUNICATION DEVICES,Shilpi Gupta,1,2024-25,1442
,,3,1,,1,,,,,,,,EE683,QUANTUM AND WAVE PHENOMENA,Shilpi Gupta,1,2024-25,1443
2,,2,,1,1,,,,,,,,EE698Y,INTRODUCTION TO QUANTUM OPTICS,Shilpi Gupta,2,2023-24,1444
1,,1,1,1,,,,,,,,,EE683,QUANTUM AND WAVE PHENOMENA,Shilpi Gupta,1,2023-24,1445
7,2,4,3,,3,,,,,,,,EE698Y,INTRODUCTION TO QUANTUM OPTICS,Shilpi Gupta,2,2022-23,1446
3,1,,1,,2,,,,,,,,EE683A,QUANTUM AND WAVE PHENOMENA,Shilpi Gupta,1,2022-23,1447
16,1,14,15,12,10,6,9,,8,,,,MSE204,COMPUTATIONAL METHODS IN MATERIAL SCIENCE AND ENGINEERING,Shivam Tripathi,1,2024-25,1448
7,,2,7,,,,,,,,,,CE738,HYDROMETRY,Shivam Tripathi,1,2024-25,1449
,,,,,,,,,,15,,1,CE798,PHD SEMINAR II,Shivam Tripathi,2,2023-24,1450
,,,,,,,,,,21,,,CE797,PHD SEMINAR I,Shivam Tripathi,2,2023-24,1451
7,,1,5,,,,,,,,,,CE738A,HYDROMETRY,Shivam Tripathi,1,2022-23,1452
,,,,,,,,,,151,,,CE341A,CIVIL ENGINEERING COMMUNICATION SKILLS,Shivam Tripathi,1,2022-23,1453
16,1,21,,27,,3,,,10,2,,,CE605A,PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS,Shivam Tripathi,1,2021-22,1454
2,,4,1,,,,,,1,,,,MSE659,POWDER METALLURGY,Shobit Omar,1,2024-25,1455
40,2,8,38,,1,,,,1,,,,MSE352,PROCESS METALLURGY AND MANUFACTURING LABORATORY,Shobit Omar,1,2024-25,1456
,,1,,,,,,,,,,,MSE315A,MANUFACTURING PROCESSES LABORATORY,Shobit Omar,1,2024-25,1457
1,,,,,,,,,,,,,MSE314A,PROCESS ENGINEERING LABORATORY,Shobit Omar,1,2024-25,1458
3,,1,2,,,,,,,1,,,MSE664,SOLID STATE IONICS,Shobit Omar,3,2023-24,1459
37,7,61,62,33,50,10,14,,1,,,,EE370,DIGITAL ELECTRONICS & MICROPROCESSOR TECHNOLOGY,Shubham Sahay,1,2024-25,1460
2,2,10,13,3,7,1,1,,2,,,,EE687,MEMORY TECHNOLOGY AND NEUROMORPHIC COMPUTING,Shubham Sahay,2,2023-24,1461
2,,9,5,9,4,2,6,,,1,,,EE687A,MEMORY TECHNOLOGY AND NEUROMORPHIC COMPUTING,Shubham Sahay,2,2022-23,1462
18,6,46,26,39,50,4,21,,2,,,,EE370A,DIGITAL ELECTRONICS,Shubham Sahay,1,2022-23,1463
5,3,12,,4,,,,,1,,,,EE698P,MEMORY TECHNOLOGY & NEUROMORPHIC COMPUTING,Shubham Sahay,2,2021-22,1464
9,,3,2,18,7,3,15,,1,,,,ME641,CONDUCTION AND RADIATION,Shyam Sunder Gopalakrishnan,1,2024-25,1465
5,1,5,5,,7,1,,,,,,,ME656,INSTABILITIES IN FLUID DYNAMICS,Shyam Sunder Gopalakrishnan,2,2023-24,1466
,,1,2,,,,,,1,,,,ME641A,CONDUCTION AND RADIATION,Shyam Sunder Gopalakrishnan,1,2023-24,1467
8,1,4,9,10,14,,4,,1,,,,ME641,CONDUCTION AND RADIATION,Shyam Sunder Gopalakrishnan,1,2023-24,1468
8,,1,2,,1,,,,2,,,,ME698W,INSTABILITIES IN FLUID FLOWS,Shyam Sunder Gopalakrishnan,2,2022-23,1469
7,,17,10,11,13,,3,,,,,,CHE659,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION,Siddhartha Panda,1,2024-25,1470
